,original_timestamp,lat,lon,alt,x_ned,y_ned,yaw,surge,sway,yaw_rate,surge_dot,surge_dot_bias,sway_dot,sway_dot_bias,yaw_acc,thr_left,thr_right,right_force,left_force,thr_left_pwm_zero_point,thr_right_pwm_zero_point
0,3322622.855,63.4014506,10.3149344,220.1,-37.05324192714015,1.8691561551738012,117.05193328857422,-0.029315898006896057,0.007620671735813362,0.007105114097264669,-0.007004402428866418,0.03500000000000092,0.000256248712538959,-0.16499999999999926,0.0,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
1,3322722.855,63.4014506,10.3149344,220.1,-37.05324192714015,1.8691561551738012,117.11932373046876,-0.030119816155402695,0.003121168656090762,0.007084542347085605,-0.006756448969245918,0.03500000000000092,0.001718529462813645,-0.16499999999999926,-0.0001961112643983137,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
2,3322822.855,63.4014506,10.3149342,220.11,-37.05324199150151,1.8591606705444192,117.18326568603516,-0.030896794518326935,-0.0008761532726789065,0.007065891844385006,-0.0012275537848482204,0.03500000000000092,0.004155256748198749,-0.16499999999999926,-0.0001768987896136765,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
3,3322922.855,63.4014506,10.3149342,220.11,-37.05324199150151,1.8591606705444192,117.21481323242188,-0.03164221464991151,-0.004387530006123096,0.00704916258916287,-0.0023658646643171174,0.03500000000000092,-0.004121026992798538,-0.16499999999999926,-0.00015768631482904368,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
4,3323022.855,63.4014507,10.3149342,220.11,-37.0420948069937,1.8591606640824168,117.22653198242188,-0.03235091543605742,-0.007407187940787355,0.007034354581419197,0.0004673191905011781,0.03500000000000092,-3.933072090223089e-05,-0.16499999999999926,-0.00013847384004441084,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
5,3323122.855,63.4014507,10.3149342,220.11,-37.0420948069937,1.8591606640824168,117.24141693115234,-0.03302343844466968,-0.00992263227019772,0.007021467821153988,-0.0006730592250833167,0.03500000000000092,-0.0034840172529227442,-0.16499999999999926,-0.00011926136525977366,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
6,3323222.855,63.4014508,10.314934,220.1,-37.03094756911341,1.849165167356876,117.2708740234375,-0.033662184234318576,-0.011927079621751178,0.007010502308367242,-0.0044739300757656204,0.03500000000000092,0.0013805562257759585,-0.16499999999999926,-0.00010004889047513649,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
7,3323322.855,63.4014508,10.314934,220.1,-37.03094756911341,1.849165167356876,117.29793548583984,-0.034263931456823216,-0.01343024746342385,0.00700145804305896,-0.012302853018046418,0.03500000000000092,-0.0005429601669318385,-0.16499999999999926,-8.083641569050365e-05,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
8,3323422.855,63.4014507,10.3149339,220.09,-37.042094699894264,1.8441674271625423,117.33365631103516,-0.03483056376058569,-0.014425544442067163,0.006994335025229142,-0.0005986502766619217,0.03500000000000092,-0.0007785326242454316,-0.16499999999999926,-6.162394090587081e-05,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
9,3323522.855,63.4014507,10.3149339,220.09,-37.042094699894264,1.8441674271625423,117.3844985961914,-0.03536327446786587,-0.014908796501788718,0.006989133254877786,0.008402414768933282,0.03500000000000092,-0.002177721858025339,-0.16499999999999926,-4.241146612149818e-05,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
10,3323622.855,63.4014508,10.3149338,220.09,-37.03094751700512,1.839169677098372,117.42595672607422,-0.03585474113629811,-0.014895021421747786,0.006985852732004842,-0.0025589315593252185,0.03500000000000092,0.005157777070998459,-0.16499999999999926,-5.817539568884773e-05,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
11,3323722.855,63.4014508,10.3149338,220.09,-37.03094751700512,1.839169677098372,117.4505844116211,-0.03189964943639821,-0.012605239147362163,0.006977498175740017,-0.004710292294622418,0.03500000000000092,0.007134803533553363,-0.16499999999999926,6.587098432685352e-05,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
12,3323822.855,63.4014508,10.3149337,220.08,-37.030947461606274,1.8341719304942679,117.48357391357422,-0.03170820471287297,-0.008664713679484607,0.006999026928870213,-0.01559206642210582,0.03500000000000092,5.074739455462884e-06,-0.16499999999999926,0.00039338300156217896,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
13,3323922.855,63.4014508,10.3149337,220.08,-37.030947461606274,1.8341719304942679,117.52873992919922,-0.03539313277487123,-0.006311638918524409,0.0070561747760524525,-0.005175338909030918,0.03500000000000092,0.0007418775558464541,-0.16499999999999926,0.00041119711538737704,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
14,3324022.855,63.4014509,10.3149335,220.08,-37.0198002828603,1.8241764368902373,117.57634735107422,-0.037032752522127566,-0.00863524342461954,0.007081266351947688,-0.006208332106472019,0.03500000000000092,0.002923765182494459,-0.16499999999999926,0.00017653683388634597,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
15,3324122.855,63.4014509,10.3149335,220.08,-37.0198002828603,1.8241764368902373,117.60738372802734,-0.03767773085869139,-0.011796280031375615,0.007091482142829722,-0.00640654362738232,0.03500000000000092,0.0007730358839027618,-0.16499999999999926,-7.652808814977152e-05,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
16,3324222.855,63.401451,10.3149336,220.08,-37.00865309633947,1.82917417409271,117.64305877685548,-0.04133922127648837,-0.013890292666209992,0.007065960734317734,0.0031572917103757786,0.03500000000000092,-0.0018477356433875547,-0.16499999999999926,-0.00029076914731980975,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
17,3324322.855,63.401451,10.3149336,220.08,-37.00865309633947,1.82917417409271,117.6826629638672,-0.04301410671484688,-0.014222578138561889,0.00703332831336576,0.0014114828407754826,0.03500000000000092,-0.005648485422135141,-0.16499999999999926,-0.0003552767031026133,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
18,3324422.855,63.401451,10.3149334,220.09,-37.00865315946258,1.8191786896562014,117.71419525146484,-0.04035742758491285,-0.008353969854056616,0.006994905393697211,0.00250958666205308,0.03500000000000092,-0.00018622636795115333,-0.16499999999999926,-0.00018102497753850599,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
19,3324522.855,63.401451,10.3149334,220.09,-37.00865315946258,1.8191786896562014,117.74295806884766,-0.03994285098465239,-0.002974930961531893,0.0069971233178580585,-0.007271738573909819,0.03500000000000092,0.0004519307613365664,-0.16499999999999926,0.00028876363518689704,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
20,3324622.855,63.401451,10.3149332,220.09,-37.008653165183134,1.8091832023373264,117.7768783569336,-0.0420354542699587,-0.003415062720574298,0.007052658120734591,-0.012299882099033418,0.03500000000000092,0.0006734812259666656,-0.16499999999999926,0.000635701107289284,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
21,3324722.855,63.401451,10.3149332,220.09,-37.008653165183134,1.8091832023373264,117.82283020019533,-0.0438234893342211,-0.004313925732661969,0.007124263539315915,-0.005023950561882019,0.03500000000000092,0.0037359082698814605,-0.16499999999999926,0.0006554635538773713,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
22,3324822.855,63.4014511,10.314933,220.1,-36.997506044247345,1.799187711558389,117.85750579833984,-0.04304165847988198,-0.0014046413843738087,0.007183750831510065,-0.003464311212302222,0.03500000000000092,0.006926842927932053,-0.16499999999999926,0.00027847435278496955,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
23,3324922.855,63.4014511,10.314933,220.1,-36.997506044247345,1.799187711558389,117.88688659667967,-0.039906810065601074,0.001905521827371668,0.007179958409872909,0.00023748368024727878,0.03500000000000092,-0.004800221920014142,-0.16499999999999926,-0.0001621776596552084,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
24,3325022.855,63.4014511,10.3149329,220.09,-36.997505989723734,1.7941899651311246,117.90788269042967,-0.0406859035106411,0.003240346130514788,0.007151315299579023,-0.00391332790255642,0.03500000000000092,0.0015279436111443612,-0.16499999999999926,-0.0001472926459020283,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
25,3325122.855,63.4014511,10.3149329,220.09,-36.997505989723734,1.7941899651311246,117.94683074951172,-0.04254554925270458,0.007968346719155793,0.0071504998806925036,0.00043303906917478013,0.03500000000000092,-0.008745036125183847,-0.16499999999999926,-1.1010647907581418e-05,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
26,3325222.855,63.4014511,10.3149328,220.09,-36.99750599258401,1.7891922214716907,117.9886703491211,-0.03994709270724048,0.007446867773706995,0.007149113169997507,-0.0072168873995552205,0.03500000000000092,-0.0001231050491340424,-0.16499999999999926,7.170608864522521e-05,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
