,original_timestamp,lat,lon,alt,x_ned,y_ned,yaw,surge,sway,yaw_rate,surge_dot,surge_dot_bias,sway_dot,sway_dot_bias,yaw_acc,thr_left,thr_right,right_force,left_force,thr_left_pwm_zero_point,thr_right_pwm_zero_point
0,4533983.738,63.4015325,10.315221,218.25,-27.92364920784071,16.192638839923465,244.59030151367188,0.025233543207572647,-0.027732821027980477,-0.042320837477618514,-0.00866679459810352,0.03500000000000092,-0.03275205850601265,-0.16499999999999926,0.0,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
1,4534083.738,63.4015324,10.3152209,218.25,-27.93479641402095,16.187641168298978,244.3838653564453,0.025630898330206035,-0.0316174715961946,-0.04184510576386756,-0.0014513729512701176,0.03500000000000092,-0.031192502975464553,-0.16499999999999926,0.004708772612707773,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
2,4534183.738,63.4015324,10.3152209,218.25,-27.93479641402095,16.187641168298978,244.1885223388672,0.02603166722736864,-0.035163737434920156,-0.04137908295507696,0.003246102631091083,0.03500000000000092,-0.0073042130470283295,-0.16499999999999926,0.00461168356310427,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
3,4534283.738,63.4015323,10.3152209,218.25,-27.94594359574735,16.187641224672554,243.98611450195312,0.026442451289900932,-0.038363525081864684,-0.040922769051246706,0.004251249283551181,0.03500000000000092,0.028718673586844656,-0.16499999999999926,0.004514594513500801,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
4,4534383.738,63.4015323,10.3152209,218.25,-27.94594359574735,16.187641224672554,243.76556396484372,0.026868778356056038,-0.0412115641096983,-0.0404761640523768,-0.0031803807616243226,0.03500000000000092,0.03324086308479235,-0.16499999999999926,0.004417505463897298,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
5,4534483.738,63.4015322,10.3152209,218.25,-27.957090777870107,16.187641280957703,243.56100463867188,0.027283360698536954,-0.043723812183130845,-0.040039267958467246,-0.01491254925727942,0.03500000000000092,0.020809360742568256,-0.16499999999999926,0.004320416414293794,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
6,4534583.738,63.4015322,10.3152209,218.25,-27.957090777870107,16.187641280957703,243.37046813964844,0.027682010580178776,-0.04589979216420262,-0.03961208076951804,-0.023958648405970118,0.03500000000000092,0.0029786312580101504,-0.16499999999999926,0.004223327364690291,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
7,4534683.738,63.4015321,10.3152208,218.24,-27.96823794030952,16.18264358400451,243.16867065429688,0.028080786383218384,-0.047727557256951623,-0.03919460248552919,-0.02177408322692012,0.03500000000000092,-0.011031768321991653,-0.16499999999999926,0.004126238315086787,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
8,4534783.738,63.4015321,10.3152208,218.24,-27.96823794030952,16.18264358400451,242.9564208984375,0.028476462344990038,-0.04920745265998806,-0.03878683310650068,-0.01168087109923462,0.03500000000000092,-0.020041874647141245,-0.16499999999999926,0.004029149265483319,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
9,4534883.738,63.401532,10.3152208,218.24,-27.979385122015287,16.182643640289662,242.769287109375,0.028834798026215115,-0.05035738326025339,-0.038388772632432525,0.005628589689730679,0.03500000000000092,-0.012984312176705148,-0.16499999999999926,0.003932060215881064,1510,1510,-0.06707080291970803,0.13438029197080292,1511.0,1511.0
